sample_id_int,sample_id,label,label_orig,group_id,title,description,text,split
10709,agnews_train_010709,0,1,0,Zimbabwe opposition to boycott elections until system changes,"Zimbabwe #39;s opposition party, the Movement for Democratic Change (MDC) announced yesterday that it will boycott all future elections until President Robert Mugabe #39;s government changes its electoral system, ends state violence and repeals repressive media ","Zimbabwe opposition to boycott elections until system changes Zimbabwe #39;s opposition party, the Movement for Democratic Change (MDC) announced yesterday that it will boycott all future elections until President Robert Mugabe #39;s government changes its electoral system, ends state violence and repeals repressive media",train
17931,agnews_train_017931,3,4,3,IDF: Dueling ultrawideband teams to push ahead,SAN FRANCISCO - Backers of two different types of UWB (ultrawideband) networks next week will announce moves toward consumer products that use the short-range wireless technology.,IDF: Dueling ultrawideband teams to push ahead SAN FRANCISCO - Backers of two different types of UWB (ultrawideband) networks next week will announce moves toward consumer products that use the short-range wireless technology.,train
78090,agnews_train_078090,1,2,1,Nalbandian Completes Basel Final Hat Trick,"Argentine fourth seed David Nalbandian reached the final of the Swiss Indoors for the third consecutive year Saturday with a 6-3, 6-4 win over struggling Chilean Nicolas Massu.","Nalbandian Completes Basel Final Hat Trick Argentine fourth seed David Nalbandian reached the final of the Swiss Indoors for the third consecutive year Saturday with a 6-3, 6-4 win over struggling Chilean Nicolas Massu.",train
85703,agnews_train_085703,1,2,1,Williams tests two,THE hunt for Mark Webber #39;s teammate at Williams narrowed yesterday as the former world champion announced it would test Britain #39;s Anthony Davidson and German Nick Heidfeld.,Williams tests two THE hunt for Mark Webber #39;s teammate at Williams narrowed yesterday as the former world champion announced it would test Britain #39;s Anthony Davidson and German Nick Heidfeld.,train
107692,agnews_train_107692,1,2,1,Nets guard Planinic has hand surgery,New Jersey Nets guard Zoran Planinic had surgery on his broken left hand Thursday and will be out indefinitely. Planinic broke his hand in Wednesday #39;s game against the Washington Wizards.,Nets guard Planinic has hand surgery New Jersey Nets guard Zoran Planinic had surgery on his broken left hand Thursday and will be out indefinitely. Planinic broke his hand in Wednesday #39;s game against the Washington Wizards.,train
20329,agnews_train_020329,2,3,2,Economy steady but job growth moderate,"Job creation improved in August, but employment is below 50-year average, giving fodder to Kerry and Bush. By Ron Scherer  Staff writer of The Christian Science Monitor.","Economy steady but job growth moderate Job creation improved in August, but employment is below 50-year average, giving fodder to Kerry and Bush. By Ron Scherer  Staff writer of The Christian Science Monitor.",train
32065,agnews_train_032065,0,1,0,U.N. Threatens Sanctions Against Sudan,UNITED NATIONS - The U.N. Security Council approved a resolution Saturday threatening oil sanctions against Sudan unless the government acts to rein in Arab militias accused of violence in the Darfur region that the United States has called genocide...,U.N. Threatens Sanctions Against Sudan UNITED NATIONS - The U.N. Security Council approved a resolution Saturday threatening oil sanctions against Sudan unless the government acts to rein in Arab militias accused of violence in the Darfur region that the United States has called genocide...,train
77005,agnews_train_077005,0,1,0,Summary Box: EU Leaders Sign Constitution,"THE EU CONSTITUTION: The landmark document, achieved after 28 months of negotiation, aims to provide simpler voting rules to end gridlock in the European Union.","Summary Box: EU Leaders Sign Constitution THE EU CONSTITUTION: The landmark document, achieved after 28 months of negotiation, aims to provide simpler voting rules to end gridlock in the European Union.",train
59854,agnews_train_059854,1,2,1,Pitiful draw leaves Vogts in dire straits,THE remainder of Berti Vogtss contract surely became as unfulfillable as the dream of World Cup qualification when Scotland failed to secure the victory that had been considered imperative here in Chisinau last night.,Pitiful draw leaves Vogts in dire straits THE remainder of Berti Vogtss contract surely became as unfulfillable as the dream of World Cup qualification when Scotland failed to secure the victory that had been considered imperative here in Chisinau last night.,train
61970,agnews_train_061970,2,3,2,Guilty Plea in Insurance Inquiry as Stocks Fall,Spitzer said other insurance companies are being investigated.,Guilty Plea in Insurance Inquiry as Stocks Fall Spitzer said other insurance companies are being investigated.,train
92776,agnews_train_092776,2,3,2,US October Producer Prices Rise the Most Since 1990 (Update6),"Prices paid to US producers rose 1.7 percent last month, the biggest jump in 14 years, as higher energy and food costs suggested that inflation is picking up.","US October Producer Prices Rise the Most Since 1990 (Update6) Prices paid to US producers rose 1.7 percent last month, the biggest jump in 14 years, as higher energy and food costs suggested that inflation is picking up.",train
22929,agnews_train_022929,1,2,1,Gatlin and Greene Head Field in Yokohama," TOKYO (Reuters) - Justin Gatlin will face Maurice Greene,  whose Olympic title he took in Athens last month, in a  high-quality 100 meters race in Yokohama on September 23,  organizers said Thursday.","Gatlin and Greene Head Field in Yokohama TOKYO (Reuters) - Justin Gatlin will face Maurice Greene,  whose Olympic title he took in Athens last month, in a  high-quality 100 meters race in Yokohama on September 23,  organizers said Thursday.",train
64524,agnews_train_064524,2,3,2,"Sainsbury to Cut Headquarter Jobs, Halve Dividend (Update2)",J Sainsbury Plc Chief Executive Justin King will cut one quarter of the company #39;s headquarters workforce and halve the dividend as he seeks to revive profit and regain customers lost to Tesco Plc and Wal-Mart Stores Inc.,"Sainsbury to Cut Headquarter Jobs, Halve Dividend (Update2) J Sainsbury Plc Chief Executive Justin King will cut one quarter of the company #39;s headquarters workforce and halve the dividend as he seeks to revive profit and regain customers lost to Tesco Plc and Wal-Mart Stores Inc.",train
87651,agnews_train_087651,0,1,0,Egypt to Host Military Funeral for Arafat (Reuters),"Reuters - Egypt, where Yasser Arafat began his\political life and where biographers say he was born, will host\a military funeral for the Palestinian president on Friday\before he is buried in the West Bank, officials said.","Egypt to Host Military Funeral for Arafat (Reuters) Reuters - Egypt, where Yasser Arafat began his\political life and where biographers say he was born, will host\a military funeral for the Palestinian president on Friday\before he is buried in the West Bank, officials said.",train
6056,agnews_train_006056,2,3,2,McDonald #39;s: CEO Resting After New Surgery,"The chief executive of McDonald #39;s Corp. (MCD.N: Quote, Profile, Research) is recuperating after another surgery, the world #39;s largest fast-food company said on Saturday.","McDonald #39;s: CEO Resting After New Surgery The chief executive of McDonald #39;s Corp. (MCD.N: Quote, Profile, Research) is recuperating after another surgery, the world #39;s largest fast-food company said on Saturday.",train
43629,agnews_train_043629,3,4,3,Asteroid (4179) Toutatis to Pass Closely By Earth on Wednesday &lt;b&gt;...&lt;/b&gt;,"Toutatis, a potato-shaped asteroid about 4.6 km (3 miles) in its longest extent, will pass within 1,550,000 km (963,000 miles) of the Earth #39;s center on Wednesday, September 29, 2004 - reaching its closest approach at 13:35:28 GMT (06:35:28 PDT).","Asteroid (4179) Toutatis to Pass Closely By Earth on Wednesday &lt;b&gt;...&lt;/b&gt; Toutatis, a potato-shaped asteroid about 4.6 km (3 miles) in its longest extent, will pass within 1,550,000 km (963,000 miles) of the Earth #39;s center on Wednesday, September 29, 2004 - reaching its closest approach at 13:35:28 GMT (06:35:28 PDT).",train
104991,agnews_train_104991,2,3,2,A boost to his base,President George W. Bush #39;s nomination of Cuban-born Carlos M. Gutierrez for Commerce secretary fits neatly into a long-term strategy of boosting Republican prospects for national ,A boost to his base President George W. Bush #39;s nomination of Cuban-born Carlos M. Gutierrez for Commerce secretary fits neatly into a long-term strategy of boosting Republican prospects for national,train
70215,agnews_train_070215,1,2,1,"Young, Texas roll past Texas Tech","Vince Young answered his critics Saturday night. He had a career-high 300 yards of total offense, ran for four touchdowns and threw for another to lead No.","Young, Texas roll past Texas Tech Vince Young answered his critics Saturday night. He had a career-high 300 yards of total offense, ran for four touchdowns and threw for another to lead No.",train
27791,agnews_train_027791,0,1,0,"270,000 for settlers to quit Gaza Strip","Jewish settlers in the occupied territories will soon be able to claim compensation, sometimes of more than 270,000, under guidelines approved yesterday by Israel #39;s security cabinet for the Gaza withdrawal plan.","270,000 for settlers to quit Gaza Strip Jewish settlers in the occupied territories will soon be able to claim compensation, sometimes of more than 270,000, under guidelines approved yesterday by Israel #39;s security cabinet for the Gaza withdrawal plan.",train
87632,agnews_train_087632,2,3,2,Slowing exports hit German growth,Germany's economy expands just 0.1 in the third quarter as weak exports offset a growth in domestic demand.,Slowing exports hit German growth Germany's economy expands just 0.1 in the third quarter as weak exports offset a growth in domestic demand.,train
118412,agnews_train_118412,3,4,3,AP: Astronaut Says Space Shuttle Safer (AP),"AP - Legendary astronaut John Young said Thursday, on the verge of his retirement, that NASA has not changed its safety culture since the Columbia accident but has done all it can to improve the space shuttle and should return to flight as soon as possible.","AP: Astronaut Says Space Shuttle Safer (AP) AP - Legendary astronaut John Young said Thursday, on the verge of his retirement, that NASA has not changed its safety culture since the Columbia accident but has done all it can to improve the space shuttle and should return to flight as soon as possible.",train
89444,agnews_train_089444,0,1,0,Rebel Leader Trial Descends Into Chaos -- Again (Reuters),Reuters - Peru's retrial of\Shining Path rebel leader Abimael Guzman turned into a farcical\mud slinging on Friday as one judge quit the case and the\prosecutor called on the two other justices to resign.,Rebel Leader Trial Descends Into Chaos -- Again (Reuters) Reuters - Peru's retrial of\Shining Path rebel leader Abimael Guzman turned into a farcical\mud slinging on Friday as one judge quit the case and the\prosecutor called on the two other justices to resign.,train
36268,agnews_train_036268,1,2,1,Inzamam admits blunder,PAKISTAN captain Inzamam-ul-Haq admitted he had made a mistake in choosing to bowl first at the Rose Bowl as the West Indies inflicted a seven-wicket defeat in their Champions Trophy semi-final.,Inzamam admits blunder PAKISTAN captain Inzamam-ul-Haq admitted he had made a mistake in choosing to bowl first at the Rose Bowl as the West Indies inflicted a seven-wicket defeat in their Champions Trophy semi-final.,train
18718,agnews_train_018718,1,2,1,"Singh takes two-shot lead, Woods tied for second",Fiji #39;s Vijay Singh fashioned an eight-under par 63 on Saturday to take a two-shot second-round lead on 131 in the Deutsche Bank Championship.,"Singh takes two-shot lead, Woods tied for second Fiji #39;s Vijay Singh fashioned an eight-under par 63 on Saturday to take a two-shot second-round lead on 131 in the Deutsche Bank Championship.",train
68830,agnews_train_068830,1,2,1,"Tennis Stars Clijsters, Hewitt Split","- Belgium #39;s Kim Clijsters, left, kisses Australian Lleyton Hewitt, center, after their  quot;love match quot; tennis game at the Expodroom in Bree, Belgium, in this Saturday April 17, 2004 file photo.","Tennis Stars Clijsters, Hewitt Split - Belgium #39;s Kim Clijsters, left, kisses Australian Lleyton Hewitt, center, after their  quot;love match quot; tennis game at the Expodroom in Bree, Belgium, in this Saturday April 17, 2004 file photo.",train
77532,agnews_train_077532,1,2,1,"Yankees Decline Options on Quantrill, Lee (AP)",AP - The Yankees declined their 2005 option on first baseman Travis Lee on Friday and their 2006 option on reliever Paul Quantrill.,"Yankees Decline Options on Quantrill, Lee (AP) AP - The Yankees declined their 2005 option on first baseman Travis Lee on Friday and their 2006 option on reliever Paul Quantrill.",train
22888,agnews_train_022888,1,2,1,A #39;s may be headed for off-season,"And if not, well, there are no water-holding explanations other than the one Monte Poole already provided yesterday, which is that the A #39;s and Boston Red Sox are about as similarly potent as whiskey and milk.","A #39;s may be headed for off-season And if not, well, there are no water-holding explanations other than the one Monte Poole already provided yesterday, which is that the A #39;s and Boston Red Sox are about as similarly potent as whiskey and milk.",train
101017,agnews_train_101017,2,3,2,Retailers ask: Why wait?,"It's only Thanksgiving, but Sara Taggart already feels behind on her Christmas shopping.","Retailers ask: Why wait? It's only Thanksgiving, but Sara Taggart already feels behind on her Christmas shopping.",train
52325,agnews_train_052325,0,1,0,Turkey defines EC recommendation as historic,Turkish Foreign Minister Abdullah Gulon Wednesday defined the recommendation of the European Commission(EC) to open negotiations with Turkey as a historic step ,Turkey defines EC recommendation as historic Turkish Foreign Minister Abdullah Gulon Wednesday defined the recommendation of the European Commission(EC) to open negotiations with Turkey as a historic step,train
27309,agnews_train_027309,0,1,0,New U.S. Offensive Could Backfire in Iraq, LONDON (Reuters) - Fierce guerrilla attacks in Iraq and  U.S. assaults on rebel bastions have unleashed a new wave of  bloodshed that threatens to discredit the interim government  and undermine prospects for fair elections in January.,New U.S. Offensive Could Backfire in Iraq LONDON (Reuters) - Fierce guerrilla attacks in Iraq and  U.S. assaults on rebel bastions have unleashed a new wave of  bloodshed that threatens to discredit the interim government  and undermine prospects for fair elections in January.,train
35346,agnews_train_035346,2,3,2,Group to lobby Ford over Jaguar,Jaguar workers will lobby Ford bosses at the Paris Motor Show over the threatened closure of the Browns Lane plant.,Group to lobby Ford over Jaguar Jaguar workers will lobby Ford bosses at the Paris Motor Show over the threatened closure of the Browns Lane plant.,train
57973,agnews_train_057973,2,3,2,Marks  amp; Spencer First-Half Profit Fell as Much as 12 (Update1),"Marks  amp; Spencer Group Plc, the UK #39;s largest clothing retailer, said first-half earnings fell as much as 12 percent after sales declined for a fourth straight quarter.","Marks  amp; Spencer First-Half Profit Fell as Much as 12 (Update1) Marks  amp; Spencer Group Plc, the UK #39;s largest clothing retailer, said first-half earnings fell as much as 12 percent after sales declined for a fourth straight quarter.",train
34504,agnews_train_034504,0,1,0,Iran Defies Demand of Nuke Watchdog Agency,"VIENNA, Austria - Defying a key demand set by 35 nations, Iran announced Tuesday it has started converting raw uranium into the gas needed for enrichment, a process that can be used to make nuclear weapons.    Iran's president, Mohammad Khatami, vowed his country will press ahead with its nuclear program - which he insisted is peaceful - even if it means a rupture with the U.N...","Iran Defies Demand of Nuke Watchdog Agency VIENNA, Austria - Defying a key demand set by 35 nations, Iran announced Tuesday it has started converting raw uranium into the gas needed for enrichment, a process that can be used to make nuclear weapons.    Iran's president, Mohammad Khatami, vowed his country will press ahead with its nuclear program - which he insisted is peaceful - even if it means a rupture with the U.N...",train
26915,agnews_train_026915,3,4,3,Novell chooses streamlined Linux desktop,When Novell #39;s Linux desktop arrives at the end of this year it will be stripped down to avoid integration problems and to keep it simple for users.,Novell chooses streamlined Linux desktop When Novell #39;s Linux desktop arrives at the end of this year it will be stripped down to avoid integration problems and to keep it simple for users.,train
39680,agnews_train_039680,1,2,1,Pedro knows his daddy,Boston -- There were no new concession speeches or genealogy reports issued yesterday by Pedro Martinez. Nothing more needed to be said.,Pedro knows his daddy Boston -- There were no new concession speeches or genealogy reports issued yesterday by Pedro Martinez. Nothing more needed to be said.,train
66050,agnews_train_066050,2,3,2,J.P. Morgan Chase Profit Falls 13 Percent," NEW YORK (Reuters) - J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; posted  lower third-quarter earnings on Wednesday, missing analyst  expectations, as costs from its July merger with Bank One Corp.  and anemic fixed-income trading revenue hurt profits.","J.P. Morgan Chase Profit Falls 13 Percent NEW YORK (Reuters) - J.P. Morgan Chase   Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JPM.N target=/stocks/quickinfo/fullquote""&gt;JPM.N&lt;/A&gt; posted  lower third-quarter earnings on Wednesday, missing analyst  expectations, as costs from its July merger with Bank One Corp.  and anemic fixed-income trading revenue hurt profits.",train
40623,agnews_train_040623,2,3,2,Scam involving cashier's checks is gaining steam,"Abigail R. Safran was taken for more than \$5,000 earlier this year in what appears to be a burgeoning scam involving counterfeit cashier's checks, but the Northeastern University student is balking at paying back the money because she says her bank bears some of the responsibility.","Scam involving cashier's checks is gaining steam Abigail R. Safran was taken for more than \$5,000 earlier this year in what appears to be a burgeoning scam involving counterfeit cashier's checks, but the Northeastern University student is balking at paying back the money because she says her bank bears some of the responsibility.",train
53585,agnews_train_053585,2,3,2,Reuters opens Bangalore office,"BANGALORE, Oct. 7. - Reuters, the 3.2-billion information group, opened its back office here today, its fourth such centre in the world after Tiverton in the UK, New York and Singapore.","Reuters opens Bangalore office BANGALORE, Oct. 7. - Reuters, the 3.2-billion information group, opened its back office here today, its fourth such centre in the world after Tiverton in the UK, New York and Singapore.",train
84450,agnews_train_084450,1,2,1,Are Eagles all that they #39;re cracked up to be?,"PITTSBURGH  If you #39;re a glass-half-full kind of person, you #39;re saying that the Eagles have lost badly at other points during the Andy Reid Era, and have almost always bounced back.","Are Eagles all that they #39;re cracked up to be? PITTSBURGH  If you #39;re a glass-half-full kind of person, you #39;re saying that the Eagles have lost badly at other points during the Andy Reid Era, and have almost always bounced back.",train
19505,agnews_train_019505,2,3,2,Building green,"Kristen Galfetti's small glass office at the new Genzyme Corp. headquarters in Cambridge has two doors. One allows access from the hall, and the other opens onto a four-foot-wide walkway on the building's perimeter.","Building green Kristen Galfetti's small glass office at the new Genzyme Corp. headquarters in Cambridge has two doors. One allows access from the hall, and the other opens onto a four-foot-wide walkway on the building's perimeter.",train
49998,agnews_train_049998,0,1,0,Chiefs Lead Ravens in Fourth Quarter,"BALTIMORE - Priest Holmes had his third 100-yard rushing game of the season and the Kansas City Chiefs held a 20-17 lead over the Baltimore Ravens after three quarters Monday night.    Trent Green led the Chiefs 60 yards in 11 plays on the tiebreaking march, with a 16-yard completion to Chris Horn on third-and-10 extending the drive...","Chiefs Lead Ravens in Fourth Quarter BALTIMORE - Priest Holmes had his third 100-yard rushing game of the season and the Kansas City Chiefs held a 20-17 lead over the Baltimore Ravens after three quarters Monday night.    Trent Green led the Chiefs 60 yards in 11 plays on the tiebreaking march, with a 16-yard completion to Chris Horn on third-and-10 extending the drive...",train
5522,agnews_train_005522,2,3,2,Rate of oil exploration slows,"WASHINGTON -- Despite record oil prices and strong projected demand from China and the United States, major oil firms are skimping on their exploration budgets and pocketing big profits while waiting out the storm of high prices, oil analysts say.","Rate of oil exploration slows WASHINGTON -- Despite record oil prices and strong projected demand from China and the United States, major oil firms are skimping on their exploration budgets and pocketing big profits while waiting out the storm of high prices, oil analysts say.",train
113724,agnews_train_113724,0,1,0,Sri Lankan driver held in Iraq says was treated well (Reuters),"Reuters - A Sri Lankan truck driver held hostage by militants in Iraq for six weeks was reunited with his wife and three sons on Sunday, saying he had been beaten up at first but was then treated ""very well"".","Sri Lankan driver held in Iraq says was treated well (Reuters) Reuters - A Sri Lankan truck driver held hostage by militants in Iraq for six weeks was reunited with his wife and three sons on Sunday, saying he had been beaten up at first but was then treated ""very well"".",train
47098,agnews_train_047098,3,4,3,Gates: PCs fall short,Microsoft Chairman Bill Gates chats with Berkeley students about everything from open source to malaria to the next Xbox.,Gates: PCs fall short Microsoft Chairman Bill Gates chats with Berkeley students about everything from open source to malaria to the next Xbox.,train
38635,agnews_train_038635,3,4,3,Sony Finally Gets In Tune with MP3s,"The electronics giant belatedly decides to support the popular digital music format on its hard-drive players. Watch out, Apple. Ah, remember the  #39;80s.","Sony Finally Gets In Tune with MP3s The electronics giant belatedly decides to support the popular digital music format on its hard-drive players. Watch out, Apple. Ah, remember the  #39;80s.",train
63770,agnews_train_063770,3,4,3,China's Huawei to supply Spain's Telefonica (AFP),"AFP - China's Huawei group has signed a deal to supply the Brazilian and Chilean subsidiaries of Spanish telecoms giant Telefonica with highspeed Internet routers, financial daily Expansion revealed.","China's Huawei to supply Spain's Telefonica (AFP) AFP - China's Huawei group has signed a deal to supply the Brazilian and Chilean subsidiaries of Spanish telecoms giant Telefonica with highspeed Internet routers, financial daily Expansion revealed.",train
13941,agnews_train_013941,0,1,0,"Soaring traffic fines, insurance rates have more Canadians fighting tickets (Canadian Press)","Canadian Press - FREDERICTON (CP) - When a 23-year-old university student from New Brunswick decided to go to court to fight a  #36;400 speeding ticket, she knew it was a long shot.","Soaring traffic fines, insurance rates have more Canadians fighting tickets (Canadian Press) Canadian Press - FREDERICTON (CP) - When a 23-year-old university student from New Brunswick decided to go to court to fight a  #36;400 speeding ticket, she knew it was a long shot.",train
1356,agnews_train_001356,3,4,3,Blu-ray burns for interactive content,"Flashy features could tempt consumers--and that tempts Hollywood, which could help Blu-ray beat out a rival technology.","Blu-ray burns for interactive content Flashy features could tempt consumers--and that tempts Hollywood, which could help Blu-ray beat out a rival technology.",train
26631,agnews_train_026631,0,1,0,Putin calls for elimination of elections for key posts,"Portraying it as a means of combating terrorism, Russian President Vladimir Putin yesterday outlined a plan to eliminate popular elections of governors and individual ","Putin calls for elimination of elections for key posts Portraying it as a means of combating terrorism, Russian President Vladimir Putin yesterday outlined a plan to eliminate popular elections of governors and individual",train
56377,agnews_train_056377,2,3,2,The Vioxx warning,"FOR FOUR years, researchers have been pointing to disturbing signs that the popular painkilling drug Vioxx causes heart attacks and strokes with long-term use.","The Vioxx warning FOR FOUR years, researchers have been pointing to disturbing signs that the popular painkilling drug Vioxx causes heart attacks and strokes with long-term use.",train
82596,agnews_train_082596,2,3,2,Profit From Management Integrity,Laser manufacturer Candela's management avoids taking the easy way out to explain shortfalls.,Profit From Management Integrity Laser manufacturer Candela's management avoids taking the easy way out to explain shortfalls.,train
86672,agnews_train_086672,0,1,0,European stocks start on positive note (AFP),AFP - European stock markets pushed upwards in early deals as company news provided a fillip in otherwise cautious trading ahead of a US interest rate decision.,European stocks start on positive note (AFP) AFP - European stock markets pushed upwards in early deals as company news provided a fillip in otherwise cautious trading ahead of a US interest rate decision.,train
55523,agnews_train_055523,3,4,3,"Reuell: Yes, I #39;m up for a free launch","I #39;ve been called many things in the (nearly) 30 years I #39;ve spent on this planet, much of which probably couldn #39;t be repeated here.","Reuell: Yes, I #39;m up for a free launch I #39;ve been called many things in the (nearly) 30 years I #39;ve spent on this planet, much of which probably couldn #39;t be repeated here.",train
54369,agnews_train_054369,1,2,1,Twins intimidated by Yanks? No way (USATODAY.com),"USATODAY.com - Too tired to take batting practice, the bleary-eyed Minnesota Twins milled around the Metrodome just hours after another postseason rally by the New York Yankees evened their American League Division Series at one game each.","Twins intimidated by Yanks? No way (USATODAY.com) USATODAY.com - Too tired to take batting practice, the bleary-eyed Minnesota Twins milled around the Metrodome just hours after another postseason rally by the New York Yankees evened their American League Division Series at one game each.",train
67593,agnews_train_067593,1,2,1,Williams Survives to Set Up Sharapova Clash, ZURICH (Reuters) - Venus Williams came through a stiff test  against Serbian schoolgirl Ana Ivanovic on Thursday to book her  place in the Zurich Challenge quarter-finals.,Williams Survives to Set Up Sharapova Clash ZURICH (Reuters) - Venus Williams came through a stiff test  against Serbian schoolgirl Ana Ivanovic on Thursday to book her  place in the Zurich Challenge quarter-finals.,train
77606,agnews_train_077606,3,4,3,Wiki start-up JotSpot draws crowd for product beta,"Nearly 3,000 companies have signed up for test accounts to try a beta version of its wiki application for Web-based collaboration. ","Wiki start-up JotSpot draws crowd for product beta Nearly 3,000 companies have signed up for test accounts to try a beta version of its wiki application for Web-based collaboration.",train
25041,agnews_train_025041,3,4,3,Is That Dog Barking Up the Wrong Family Tree?,"DNA testing, the same technology used in human paternity disputes and criminal investigations, is increasingly being used to verify canine bloodline claims.","Is That Dog Barking Up the Wrong Family Tree? DNA testing, the same technology used in human paternity disputes and criminal investigations, is increasingly being used to verify canine bloodline claims.",train
115043,agnews_train_115043,2,3,2,"Regional woes won #39;t stop Telstra sale, ALP says","The Federal Opposition says a scoping study into the full sale of Telstra shows the Government is committed to the company #39;s complete privatisation, no matter what the level of service to regional areas.","Regional woes won #39;t stop Telstra sale, ALP says The Federal Opposition says a scoping study into the full sale of Telstra shows the Government is committed to the company #39;s complete privatisation, no matter what the level of service to regional areas.",train
35326,agnews_train_035326,0,1,0,Four nations launch UN seat bid,"\Brazil, Germany, Japan and India launch a joint bid for permanent seats on the UN Security Council.","Four nations launch UN seat bid \Brazil, Germany, Japan and India launch a joint bid for permanent seats on the UN Security Council.",train
18559,agnews_train_018559,1,2,1,Palermo #39;s Toni leads Italy past Norway 2-1 in World Cup qualifying &lt;b&gt;...&lt;/b&gt;,Second-half substitute Luca Toni scored in the 80th minute to lift Italy over Norway 2-1 on Saturday in their first qualifying match for the World Cup.,Palermo #39;s Toni leads Italy past Norway 2-1 in World Cup qualifying &lt;b&gt;...&lt;/b&gt; Second-half substitute Luca Toni scored in the 80th minute to lift Italy over Norway 2-1 on Saturday in their first qualifying match for the World Cup.,train
108605,agnews_train_108605,2,3,2,Walgreen Quarterly Profit Rises (Reuters),"Reuters - Walgreen Co. , one of the\largest U.S. drugstore chain operators, on Monday posted a 30.5\percent jump in quarterly profit, boosted by increased sales of\prescription drugs.","Walgreen Quarterly Profit Rises (Reuters) Reuters - Walgreen Co. , one of the\largest U.S. drugstore chain operators, on Monday posted a 30.5\percent jump in quarterly profit, boosted by increased sales of\prescription drugs.",train
59144,agnews_train_059144,2,3,2,Sales tax deduction gets final congressional approval,Congress gave final approval Monday to legislation that could save Washington residents roughly \$500 annually on their federal tax returns by making state sales taxes deductible again after 18 years.,Sales tax deduction gets final congressional approval Congress gave final approval Monday to legislation that could save Washington residents roughly \$500 annually on their federal tax returns by making state sales taxes deductible again after 18 years.,train
94855,agnews_train_094855,2,3,2,Reuters Up on Report Instinet Up for Sale (Reuters),"Reuters - Shares in global news and information\provider Reuters Group Plc rose to their highest level since\April after a report Thursday that the firm may sell its U.S.\electronic trading subsidiary, dealers said.","Reuters Up on Report Instinet Up for Sale (Reuters) Reuters - Shares in global news and information\provider Reuters Group Plc rose to their highest level since\April after a report Thursday that the firm may sell its U.S.\electronic trading subsidiary, dealers said.",train
22189,agnews_train_022189,0,1,0,Murali upset over awards,Muttiah Muralitharan says he was ignored for the ICC's World Test  XI because of his bowling action.,Murali upset over awards Muttiah Muralitharan says he was ignored for the ICC's World Test  XI because of his bowling action.,train
114855,agnews_train_114855,2,3,2,US Air Flight Attendants Ready for Strike," WASHINGTON (Reuters) - Flight attendants at bankrupt US  Airways Group Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UAIRQ.OB target=/stocks/quickinfo/fullquote""&gt;UAIRQ.OB&lt;/A&gt; have authorized their union to  authorize a strike should a federal court permit airline  management to void their contract, the Association of Flight  Attendants said on Monday.","US Air Flight Attendants Ready for Strike WASHINGTON (Reuters) - Flight attendants at bankrupt US  Airways Group Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UAIRQ.OB target=/stocks/quickinfo/fullquote""&gt;UAIRQ.OB&lt;/A&gt; have authorized their union to  authorize a strike should a federal court permit airline  management to void their contract, the Association of Flight  Attendants said on Monday.",train
1317,agnews_train_001317,3,4,3,Home PCs to get key Windows fix,PC owners will be able to download a major security update for Windows XP as from Wednesday.,Home PCs to get key Windows fix PC owners will be able to download a major security update for Windows XP as from Wednesday.,train
28989,agnews_train_028989,0,1,0,British National Shot Dead in Riyadh,"RIYADH, 16 September 2004 - Suspected terrorists gunned down a Briton near a major supermarket in the eastern part of Riyadh yesterday.","British National Shot Dead in Riyadh RIYADH, 16 September 2004 - Suspected terrorists gunned down a Briton near a major supermarket in the eastern part of Riyadh yesterday.",train
20833,agnews_train_020833,1,2,1,Eriksson to show faith,Sven-Goran Eriksson stressed his unswerving loyalty to his players as he looked for England to transform their World Cup qualifying position in Poland on Wednesday- led by under-fire captain David Beckham.,Eriksson to show faith Sven-Goran Eriksson stressed his unswerving loyalty to his players as he looked for England to transform their World Cup qualifying position in Poland on Wednesday- led by under-fire captain David Beckham.,train
88042,agnews_train_088042,3,4,3,Microsoft v Google Times Online #39;s verdict,"Bill Gates may be the world #39;s most generous philanthropist, but the technical teams under his charge may well experience the uncharitable side of his nature today.","Microsoft v Google Times Online #39;s verdict Bill Gates may be the world #39;s most generous philanthropist, but the technical teams under his charge may well experience the uncharitable side of his nature today.",train
1429,agnews_train_001429,2,3,2,Last Call for Investors to Bid on Google," NEW YORK (Reuters) - Time is running out for prospective  investors to submit their offers to buy shares of Google Inc,  the Web's No. 1 search company.","Last Call for Investors to Bid on Google NEW YORK (Reuters) - Time is running out for prospective  investors to submit their offers to buy shares of Google Inc,  the Web's No. 1 search company.",train
105763,agnews_train_105763,3,4,3,"Lucent, Cingular Ink Wireless Deal (AP)",AP - Lucent Technologies Inc. signed a four-year agreement to supply equipment for Cingular Wireless' rollout of its nationwide 3G high-speed wireless data system.,"Lucent, Cingular Ink Wireless Deal (AP) AP - Lucent Technologies Inc. signed a four-year agreement to supply equipment for Cingular Wireless' rollout of its nationwide 3G high-speed wireless data system.",train
